Operator Clock Number,Heat Number,Sequence Number,LEW Grade Index,USS Grade ,Treatment Start Date,Treatment Start Time,Total Cycle Time,Hot Metal Weight,HM WGT TONS,Hot Metal Start Temp,Hot Metal Silicon,Start Sulfur,Aim Sulfur,Actual Aim Sulfur,Final Sulfur,0,Ordered Mg,Actual Mg,MG Kg/T,$ mag ,Ordered Lime,Actual Lime,lime Kg/T,$ Lime ,TOTAL $,$ / TON,$/T/P,kg/t/p,,Injection Cycle Time,RATIO,Reshot Final Sulfur,Reshot Ordered Mg,Reshot Actual Mg,Reshot Ordered Lime,Reshot Actual Lime,Reshot Cycle Time,"System ""A"" Usage","System ""B"" Usage","Lance ""A"" Used","Lance ""A"" ID","Lance ""A"" Minutes","Lance ""B"" Used","Lance ""B"" ID","Lance ""B"" Minutes",Skim Weight,SKIM %,Ladle (LD) Analysis Sulfur,RHOB (R) Sulfur,LTS (L) Sulfur,Caster Final (F20) Sulfur,,,,,mag price,lime price
531000000,756503,68,DS1721A,SK17,16/02/2009,20:25:14,00:29:39,203200,203,1366,0.794,0.035,0.01,0.01,0.011,0,82,81,0.3986,$404.0523,221,219,1.078,$72.8175,$476.8698,$2.3468,$0.0978,,,00:04:40,2.7,,,,,,00:00:00,1,1,1,41,02:15:00,1,36,16:48:00,3700,1.82%,0.0069,0.0086,,0.009,,,,,,
531000000,801477,70,DS1721A,SK17,16/02/2009,22:17:09,00:28:53,207400,207,1382,0.902,0.039,0.01,0.01,0.011,0,91,91,0.4388,$453.9353,246,246,1.186,$81.7950,$535.7303,$2.5831,$0.0923,,,00:04:00,2.7,,,,,,00:00:00,1,1,1,41,02:23:00,1,36,16:56:00,3750,1.81%,0.0082,,0.0102,0.008,,,,,,
531000000,756505,1,DS1721A,SK17,16/02/2009,23:48:59,00:25:17,195700,196,1403,0.806,0.036,0.01,0.01,0.011,0,81,81,0.4139,$404.0523,219,210,1.073,$69.8250,$473.8773,$2.4214,$0.0969,,,00:03:34,2.59,,,,,,00:00:00,1,1,1,41,02:30:00,1,36,17:03:00,2660,1.36%,0.0103,,0.0103,0.0104,,,,,,
531000000,756507,3,DS1721A,SK17,17/02/2009,01:31:02,00:22:49,205400,205,1333,0.775,0.033,0.01,0.01,0.008,0,79,79,0.3846,$394.0757,213,205,0.998,$68.1625,$462.2382,$2.2504,$0.0900,,,00:03:28,2.59,,,,,,00:00:00,1,1,1,41,02:37:00,1,36,17:10:00,3400,1.66%,0.0073,,0.0086,0.009,,,,,,
531000000,801479,77,DS1721A,SK17,17/02/2009,04:00:04,00:27:30,200400,200,1375,0.726,0.04,0.01,0.01,0.011,0,90,90,0.4491,$448.9470,243,246,1.228,$81.7950,$530.7420,$2.6484,$0.0913,,,00:04:33,2.73,,,,,,00:00:00,1,1,1,41,02:51:00,1,36,17:23:00,3120,1.56%,0.0089,,0.0091,0.0091,,,,,,
531000000,756509,79,DS1721A,SK17,17/02/2009,05:39:59,00:31:13,198300,198,1396,0.877,0.031,0.01,0.01,0.01,0,72,72,0.3631,$359.1576,194,194,0.978,$64.5050,$423.6626,$2.1365,$0.1017,,,00:03:18,2.69,,,,,,00:00:00,1,1,1,41,02:57:00,1,36,17:29:00,2870,1.45%,0.0083,,0.0097,0.0087,,,,,,
531000000,756559,66,DS0005E,FA29,21/02/2009,07:31:29,00:22:38,203700,204,1370,0.65,0.023,0.01,0.01,0.011,0,58,58,0.2847,$289.3214,157,164,0.805,$54.5300,$343.8514,$1.6880,$0.1407,,,00:02:48,2.83,,,,,,00:00:00,1,1,1,41,10:36:00,1,36,25:35:00,2560,1.26%,0.0099,,0.011,0.0115,,,,,,
531000000,801521,101,DS0004D,FA06,21/02/2009,12:16:16,00:24:31,196200,196,1411,0.919,0.026,0.01,0.01,0.009,0,61,61,0.3109,$304.2863,165,183,0.933,$60.8475,$365.1338,$1.8610,$0.1095,,,00:03:58,3,,,,,,00:00:00,1,1,1,41,10:56:00,1,36,25:57:00,2360,1.20%,0.0121,0.0119,,0.0111,,,,,,
531000000,756571,37,DS0608Y,KA08,22/02/2009,07:31:01,00:32:42,210400,210,1336,0.577,0.074,0.01,0.01,0.008,0,166,166,0.789,$828.0578,448,439,2.087,$145.9675,$974.0253,$4.6294,$0.0701,,,00:06:52,2.64,,,,,,00:00:00,1,1,1,41,12:20:00,1,36,27:19:00,4790,2.28%,0.0064,,0.0075,0.0078,,,,,,
531000000,756575,48,DS0005C,FB14,22/02/2009,10:47:02,00:28:46,201000,201,1380,0.734,0.059,0.01,0.01,0.011,0,128,128,0.6368,$638.5024,346,343,1.706,$114.0475,$752.5499,$3.7440,$0.0780,,,00:05:26,2.68,,,,,,00:00:00,1,1,1,41,12:42:00,1,36,27:41:00,3280,1.63%,0.0107,,0.012,0.0125,,,,,,
531000000,756577,16,DS0005R,,22/02/2009,12:18:56,00:33:57,203800,204,1361,0.695,0.056,0.01,0.01,0.009,0,124,123,0.6035,$613.5609,335,338,1.658,$112.3850,$725.9459,$3.5621,$0.0758,,,00:05:48,2.75,,,,,,00:00:00,1,1,1,41,12:53:00,1,36,27:51:00,3540,1.74%,0.008,,0.0087,0.0093,,,,,,
531000000,756580,6,DS0005C,FB14,22/02/2009,14:35:29,00:22:47,207100,207,1326,0.764,0.059,0.01,0.01,0.007,1,132,132,0.6374,$658.4556,356,347,1.676,$115.3775,$773.8331,$3.7365,$0.0719,,,00:05:32,2.63,,,,,,00:00:00,1,1,1,41,13:09:00,1,36,28:08:00,4550,2.20%,0.0063,,0.0073,0.0076,,,,,,
531000000,756629,141,DS0005E,FA29,25/02/2009,00:54:29,00:33:54,212200,212,1371,0.256,0.138,0.01,0.01,0.004,1,300,299,1.409,$1,491.5017,810,728,3.431,$242.0600,$1,733.5617,$8.1695,$0.0610,,,00:11:53,2.43,,,,,,00:00:00,1,1,1,41,20:49:00,1,27,07:02:00,4850,2.29%,0.0083,,0.0097,0.0094,,,,
531000000,756650,171,DS0005C,FB14,26/02/2009,00:39:30,00:26:11,215600,216,1308,0.495,0.055,0.01,0.01,0.008,0,129,129,0.5983,$643.4907,348,304,1.41,$101.0800,$744.5707,$3.4535,$0.0735,,,00:05:22,2.36,,,,,,00:00:00,1,1,1,41,24:44:00,1,27,10:52:00,4680,2.17%,0.0077,,0.0087,0.0086,,,,,,
531000000,801522,14,DS0004B,FA05,21/02/2009,13:36:17,00:24:11,197200,197,1407,0.842,0.019,0.014,0.013,0.014,,38,38,0.1927,$189.5554,103,110,0.558,$36.5750,$226.1304,$1.1467,$0.2293,,,00:02:07,2.89,,,,,,00:00:00,1,1,1,41,10:58:00,1,36,25:59:00,1980,1.00%,0.0127,0.0125,,0.0121,,,,,,
531000000,801394,61,DS0004B,FA05,07/02/2009,,00:26:51,207100,207,1322,0.772,0.026,0.014,0.014,0.015,0,52,52,0.2511,$259.3916,140,137,0.662,$45.5525,$304.9441,$1.4724,$0.1339,,,00:00:00,2.63,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3940,1.90%,0.0112,,0.0129,0.0131,,,,,,
531000000,801397,67,DS0004B,FA05,07/02/2009,,00:28:49,191700,192,1405,1.11,0.028,0.014,0.014,0.013,0,52,60,0.313,$299.2980,140,160,0.835,$53.2000,$352.4980,$1.8388,$0.1226,,,00:00:00,2.67,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2590,1.35%,0.0091,,0.0105,0.0114,,,,,,
531000000,801399,69,DS0004B,FA05,07/02/2009,,00:30:56,196100,196,1377,1.028,0.023,0.014,0.014,0.014,0,44,43,0.2193,$214.4969,119,126,0.643,$41.8950,$256.3919,$1.3075,$0.1453,,,00:00:00,2.93,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2290,1.17%,0.0137,,0.0152,0.0163,,,,,,
531000000,801401,71,DS0004B,FA05,07/02/2009,,00:29:26,193400,193,1383,1.11,0.027,0.014,0.014,0.015,0,51,51,0.2637,$254.4033,138,134,0.693,$44.5550,$298.9583,$1.5458,$0.1288,,,00:00:00,2.63,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2630,1.36%,0.0109,,0.0131,0.0133,,,,,,
531000000,756442,13,DS0005A,FA84,12/02/2009,07:47:01,00:34:42,216300,216,1327,0.344,0.103,0.014,0.014,0.008,1,218,218,1.0079,$1,87.4494,589,590,2.728,$196.1750,$1,283.6244,$5.9345,$0.0625,,,00:09:28,2.71,,,,,,00:00:00,1,1,1,40,13:05:00,1,36,08:44:00,4520,2.09%,0.0092,,0.0101,0.0106,,,,
531000000,756444,15,DS0005A,FA84,12/02/2009,09:36:17,00:38:07,218400,218,1300,0.401,0.094,0.014,0.014,0.014,0,201,200,0.9158,$997.6600,543,498,2.28,$165.5850,$1,163.245,$5.3262,$0.0666,,,00:08:10,2.49,,,,,,00:00:00,1,1,1,40,13:21:00,1,36,09:00:00,5070,2.32%,0.0101,,0.0122,0.0124,,,,,
531000000,801524,24,DS0004B,FA05,21/02/2009,15:01:06,00:25:46,201100,201,1362,0.881,0.023,0.014,0.014,0.013,0,46,46,0.2287,$229.4618,124,126,0.627,$41.8950,$271.3568,$1.3494,$0.1349,,,00:02:20,2.74,,,,,,00:00:00,1,1,1,41,11:02:00,1,36,26:03:00,2620,1.30%,0.0109,,0.0128,0.0129,,,,,,
531000000,801526,26,DS0004B,FA05,21/02/2009,16:20:38,00:23:57,196900,197,1397,0.791,0.027,0.014,0.014,0.016,0,52,52,0.2641,$259.3916,140,136,0.691,$45.2200,$304.6116,$1.5470,$0.1406,,,00:02:28,2.62,,,,,,00:00:00,1,1,1,41,11:07:00,1,36,26:08:00,2340,1.19%,0.0116,,0.0128,0.0137,,,,,,
531000000,756573,38,DS0005A,FA84,22/02/2009,09:14:46,00:30:10,204600,205,1366,0.663,0.076,0.014,0.014,0.014,0,152,151,0.738,$753.2333,410,390,1.906,$129.6750,$882.9083,$4.3153,$0.0696,,,00:06:15,2.58,,,,,,00:00:00,1,1,1,41,12:31:00,1,36,27:30:00,4200,2.05%,0.0103,,0.0117,0.0122,,,,,,
531000000,801551,144,DS0005A,FA84,25/02/2009,03:35:51,00:34:56,222000,222,1324,0.29,0.137,0.014,0.014,0.005,1,298,298,1.3423,$1,486.5134,805,736,3.315,$244.7200,$1,731.2334,$7.7983,$0.0591,,,00:11:52,2.47,,,,,,00:00:00,1,1,1,41,21:18:00,1,27,07:31:00,5230,2.36%,0.0069,,0.0074,0.008,,,,
531000000,801553,146,DS0005A,FA84,25/02/2009,05:19:36,00:37:16,220200,220,1320,0.291,0.123,0.014,0.014,0.006,1,266,267,1.2125,$1,331.8761,718,653,2.965,$217.1225,$1,548.9986,$7.0345,$0.0601,,,00:10:37,2.45,,,,,,00:00:00,1,1,1,41,21:39:00,1,27,07:52:00,5240,2.38%,0.0096,,0.0107,0.0115,,,,
531000000,756646,74,DS0005A,FA84,25/02/2009,20:02:10,00:49:44,217600,218,1304,0.377,0.073,0.014,0.014,0.011,1,156,156,0.7169,$778.1748,421,381,1.751,$126.6825,$904.8573,$4.1584,$0.0671,,,00:06:31,2.44,,,,,,00:00:00,1,1,1,41,24:23:00,1,27,10:31:00,5710,2.62%,0.0082,0.0104,,0.0106,,,,,,
531000000,756648,76,DS0005P,FA87,25/02/2009,22:31:39,00:24:03,213300,213,1347,0.448,0.057,0.014,0.014,0.013,0,119,119,0.5579,$593.6077,321,296,1.388,$98.4200,$692.0277,$3.2444,$0.0737,,,00:05:01,2.49,,,,,,00:00:00,1,1,1,41,24:34:00,1,27,10:42:00,3500,1.64%,0.009,0.011,,0.0111,,,,,,
531000000,756312,10,DS0005C,FB14,02/02/2009,,00:43:52,226500,227,1254,1.69,0.011,0.01,,,,,,,,,,,,,,,,,00:00:00,,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4270,1.89%,0.0079,0.0091,,0.0094,,,,,,
540000000,756395,54,DS0006A,FK41,10/02/2009,,00:35:16,203500,204,1364,0.816,0.054,0.004,0.004,0.005,0,163,162,0.7961,$808.1046,440,449,2.206,$149.2925,$957.3971,$4.7047,$0.0960,,,00:00:00,2.77,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,2300,1.13%,0.0064,,0.0083,0.0089,,,,,,
540000000,756607,59,DS1721A,SK17,23/02/2009,13:32:21,00:41:02,213800,214,1360,0.573,0.059,0.01,0.004,0.004,0,182,183,0.8559,$912.8589,491,481,2.25,$159.9325,$1,72.7914,$5.0177,$0.0912,,,00:07:47,2.63,,,,,,00:00:00,1,1,1,41,16:24:00,1,27,02:37:00,4650,2.17%,0.0061,0.0069,,0.0085,,,,,
599000000,756330,43,DS0811C,KA29,04/02/2009,02:52:45,00:18:21,202900,203,1431,1.18,0.025,0.004,0.004,0.005,0,104,104,0.5126,$518.7832,281,271,1.336,$90.1075,$608.8907,$3.0009,$0.1500,,,00:04:22,2.61,,,,,,00:00:00,1,1,1,37,10:29:00,1,39,07:57:00,6560,3.23%,0.0068,,0.0073,0.0076,,,,,,
599000000,756460,46,DS0005A,FA84,13/02/2009,01:40:10,00:26:45,208600,209,1344,0.86,0.036,0.014,0.01,0.012,0,86,84,0.4027,$419.0172,232,235,1.127,$78.1375,$497.1547,$2.3833,$0.0993,,,00:05:28,2.8,,,,,,00:00:00,1,1,1,40,15:39:00,1,36,11:22:00,6280,3.01%,0.0089,0.0102,,0.0108,,,,,,
599000000,756595,44,DS0005C,FB14,23/02/2009,02:26:56,00:28:17,221700,222,1310,0.261,0.082,0.01,0.01,0.008,0,191,191,0.8615,$952.7653,516,500,2.255,$166.2500,$1,119.0153,$5.0474,$0.0682,,,00:08:46,2.62,,,,,,00:00:00,1,1,1,41,14:48:00,1,27,01:05:00,5690,2.57%,0.0062,,0.0073,0.0078,,,,,
599000000,756462,48,DS0005A,FA84,13/02/2009,03:13:13,00:16:26,209600,210,1332,0.76,0.042,0.014,0.014,0.005,1,87,87,0.4151,$433.9821,235,220,1.05,$73.1500,$507.1321,$2.4195,$0.0654,,,00:03:48,2.53,,,,,,00:00:00,1,1,1,40,15:47:00,1,36,11:30:00,4870,2.32%,0.0097,,0.0105,0.0113,,,,,,
781000000,801438,51,DS0608J,KM78,13/02/2009,12:55:48,00:32:30,206200,206,1412,1.089,0.015,0.001,0.001,0.002,0,184,184,0.8923,$917.8472,497,482,2.338,$160.2650,$1,78.1122,$5.2285,$0.4022,,,00:07:28,2.62,,,,,,00:00:00,1,1,1,40,16:38:00,1,36,12:21:00,3420,1.66%,0.003,0.0029,,,,,,,
781000000,801444,54,DS0608J,KM78,14/02/2009,11:42:32,01:25:38,229700,230,1251,1.023,0.017,0.001,0.001,0.001,0,210,210,0.9142,$1,47.543,567,548,2.386,$182.2100,$1,229.753,$5.3537,$0.3346,,,00:08:30,2.61,,,,,,00:00:00,1,1,1,40,17:16:00,1,36,13:01:00,12490,5.44%,0.0032,0.0026,0.0023,0.0021,,,,
781000000,756618,101,DS2629A,SJ12,24/02/2009,07:03:15,00:27:45,210600,211,1400,1.111,0.032,0.001,0.001,0.001,0,224,223,1.0589,$1,112.3909,605,624,2.963,$207.4800,$1,319.8709,$6.2672,$0.2022,,,00:10:25,2.8,,,,,,00:00:00,1,1,1,41,18:18:00,1,27,04:29:00,3950,1.88%,0.0034,0.0028,0.0022,0.0024,,,,
781000000,801544,103,DS2629A,SJ12,24/02/2009,09:12:10,00:27:26,209500,210,1427,0.937,0.032,0.001,0.001,0.002,0,223,222,1.0597,$1,107.4026,602,674,3.217,$224.1050,$1,331.5076,$6.3556,$0.2119,,,00:10:54,3.04,,,,,,00:00:00,1,1,1,41,18:41:00,1,27,04:56:00,4360,2.08%,0.0035,0.0023,0.0036,0.0021,,,,
781000000,756693,8,DS2733A,VT05,28/02/2009,18:33:02,00:30:41,215500,216,1382,0.626,0.037,0.002,0.001,0.002,0,240,240,1.1137,$1,197.192,648,633,2.937,$210.4725,$1,407.6645,$6.5321,$0.1866,,,00:09:33,2.64,,,,,,00:00:00,1,1,1,31,01:33:00,1,38,00:43:00,3060,1.42%,0.0027,0.0028,0.0022,0.0024,,,,
781000000,801592,15,DS2733A,VT05,28/02/2009,22:19:45,00:27:36,216800,217,1397,0.751,0.015,0.002,0.002,0.002,0,137,136,0.6273,$678.4088,370,373,1.72,$124.0225,$802.4313,$3.7013,$0.2847,,,00:05:45,2.74,,,,,,00:00:00,1,1,1,31,01:59:00,1,38,01:07:00,1840,0.85%,0.0028,,0.0026,0.0024,,,,,,
781000000,756695,17,DS2733A,VT05,28/02/2009,23:58:09,00:34:50,206700,207,1438,1.024,0.017,0.002,0.002,0.003,0,134,132,0.6386,$658.4556,362,343,1.659,$114.0475,$772.5031,$3.7373,$0.2670,,,00:10:21,2.6,,,,,,00:00:00,0,1,0,31,02:08:00,1,38,01:26:00,2540,1.23%,0.0033,,0.0023,0.0019,,,,,,
781000000,801590,13,DS2733A,VT05,28/02/2009,20:30:02,00:36:52,218300,218,1386,0.631,0.022,0.002,0.002,0.002,0,153,153,0.7009,$763.2099,413,407,1.864,$135.3275,$898.5374,$4.1161,$0.2058,,,00:06:17,2.66,,,,,,00:00:00,1,1,1,31,01:47:00,1,38,00:56:00,1950,0.89%,0.0029,,0.0016,0.0016,,,,,,
781000000,801359,91,DS0507E,FK56,04/02/2009,07:01:58,00:19:13,212700,213,1391,0.792,0.022,0.004,0.003,0.003,0,124,124,0.583,$618.5492,335,333,1.566,$110.7225,$729.2717,$3.4286,$0.1805,,,00:05:12,2.69,,,,,,00:00:00,1,1,1,37,10:53:00,1,39,08:21:00,3070,1.44%,0.0043,,0.0041,0.0038,,,,,,
781000000,801361,93,DS0507E,FK56,04/02/2009,09:15:45,00:18:28,192000,192,1419,1.05,0.022,0.004,0.003,0.004,0,112,111,0.5781,$553.7013,302,295,1.536,$98.0875,$651.7888,$3.3947,$0.1886,,,00:04:42,2.66,,,,,,00:00:00,1,1,1,37,11:03:00,1,39,08:30:00,2340,1.22%,0.0084,0.0077,,0.0075,,,,,,
781000000,756308,73,DS0508E,KL22,01/02/2009,01:25:34,00:23:53,204900,205,1337,0.997,0.022,0.004,0.004,0.003,0,100,101,0.4929,$503.8183,270,263,1.284,$87.4475,$591.2658,$2.8856,$0.1519,,,00:04:24,2.6,,,,,,00:00:00,1,1,1,37,07:14:00,1,39,04:41:00,3920,1.91%,0.0054,,0.0069,0.0074,,,,,,
781000000,756467,125,DS1720F,SD30,13/02/2009,07:12:52,00:22:46,209800,210,1352,0.898,0.025,0.004,0.004,0.003,0,109,108,0.5148,$538.7364,294,284,1.354,$94.4300,$633.1664,$3.0180,$0.1372,,,00:04:34,2.63,,,,,,00:00:00,1,1,1,40,16:07:00,1,36,11:50:00,3480,1.66%,0.0069,,0.0073,0.0073,,,,,,
781000000,756469,128,DS1720F,SD30,13/02/2009,09:20:26,00:32:52,201900,202,1353,1.345,0.018,0.004,0.004,0.008,1,90,90,0.4458,$448.9470,243,239,1.184,$79.4675,$528.4145,$2.6172,$0.2617,,,00:03:56,2.66,0.003,36,36,97,111,00:00:00,1,1,1,40,16:15:00,1,36,11:58:00,4840,2.40%,0.0054,,0.0057,0.0063,,,,,,
781000000,756471,130,DS1720F,SD30,13/02/2009,11:04:41,00:32:01,204700,205,1357,1.204,0.015,0.004,0.004,0.003,0,86,86,0.4201,$428.9938,232,233,1.138,$77.4725,$506.4663,$2.4742,$0.2062,,,00:03:49,2.71,,,,,,00:00:00,1,1,1,40,16:24:00,1,36,12:07:00,3420,1.67%,0.0069,0.0073,,0.0081,,,,,,
781000000,756543,80,DS0001N,AM08,19/02/2009,19:01:53,00:27:16,213700,214,1392,0.656,0.021,0.004,0.004,0.003,0,102,102,0.4773,$508.8066,275,283,1.324,$94.0975,$602.9041,$2.8213,$0.1567,,,00:05:08,2.77,,,,,,00:00:00,1,1,1,41,08:06:00,1,36,23:02:00,1840,0.86%,0.006,0.0061,,0.006,,,,,,
781000000,756545,141,DS0507J,FK43,19/02/2009,20:36:59,00:20:42,197400,197,1406,0.751,0.019,0.004,0.004,0.004,0,90,90,0.4559,$448.9470,243,241,1.221,$80.1325,$529.0795,$2.6802,$0.1787,,,00:04:32,2.68,,,,,,00:00:00,1,1,1,41,08:13:00,1,36,23:10:00,1660,0.84%,0.0062,,0.0067,0.0067,,,,,,
781000000,756547,143,DS0507L,FK46,19/02/2009,22:02:00,00:24:19,206500,207,1331,0.77,0.021,0.004,0.004,0.005,0,99,98,0.4746,$488.8534,267,266,1.288,$88.4450,$577.2984,$2.7956,$0.1747,,,00:04:20,2.71,,,,,,00:00:00,1,1,1,41,08:20:00,1,36,23:19:00,3510,1.70%,0.0054,,0.0061,0.0061,,,,,,
781000000,801497,145,DS0507L,FK46,20/02/2009,01:47:45,00:25:12,203000,203,1359,0.866,0.016,0.004,0.004,0.003,0,87,86,0.4236,$428.9938,235,234,1.153,$77.8050,$506.7988,$2.4965,$0.1920,,,00:04:29,2.72,,,,,,00:00:00,1,1,1,41,08:28:00,1,36,23:27:00,3370,1.66%,0.0047,0.0054,,0.0059,,,,,,
781000000,756550,30,DS0006A,FK41,20/02/2009,05:11:04,00:25:22,196400,196,1370,1.155,0.017,0.004,0.004,0.003,0,86,86,0.4379,$428.9938,232,222,1.13,$73.8150,$502.8088,$2.5601,$0.1829,,,00:03:46,2.58,,,,,,00:00:00,1,1,1,41,08:43:00,1,36,23:42:00,2360,1.20%,0.0052,,0.0064,0.0066,,,,,,
781000000,756602,53,DS0507V,FV03,23/02/2009,09:07:32,00:13:45,218110,218,1300,0.28,0.061,0.004,0.004,0.003,0,191,191,0.8757,$952.7653,516,489,2.242,$162.5925,$1,115.3578,$5.1137,$0.0882,,,00:07:48,2.56,,,,,,00:00:00,1,1,1,41,15:47:00,1,27,02:01:00,4570,2.10%,0.004,,0.0058,0.0046,,,,,
781000000,756604,56,DS0507V,FV03,23/02/2009,10:42:42,00:21:04,221100,221,1349,0.343,0.06,0.004,0.004,0.004,0,191,190,0.8593,$947.7770,516,476,2.153,$158.2700,$1,106.047,$5.0025,$0.0893,,,00:07:56,2.51,,,,,,00:00:00,1,1,1,41,16:02:00,1,27,02:16:00,3090,1.40%,0.0047,,0.0048,0.005,,,,,
781000000,756606,58,DS0507V,FV03,23/02/2009,12:40:16,00:25:35,219600,220,1297,0.385,0.062,0.004,0.004,0.003,0,194,194,0.8834,$967.7302,524,488,2.222,$162.2600,$1,129.9902,$5.1457,$0.0872,,,00:07:58,2.52,,,,,,00:00:00,1,1,1,41,16:16:00,1,27,02:30:00,3670,1.67%,0.0049,,0.0051,0.0048,,,,,
781000000,801546,67,DS0006A,FK41,24/02/2009,11:50:14,00:32:00,197600,198,1388,0.803,0.042,0.004,0.004,0.003,0,136,135,0.6832,$673.4205,367,465,2.353,$154.6125,$828.0330,$4.1905,$0.1074,,,00:08:24,3.44,,,,,,00:00:00,1,1,1,41,18:58:00,1,27,05:10:00,4600,2.33%,0.0068,,0.0064,0.0062,,,,,,
781000000,756620,69,DS0006A,FK41,24/02/2009,13:29:04,00:25:39,198100,198,1400,0.825,0.042,0.004,0.004,0.003,0,136,137,0.6916,$683.3971,367,379,1.913,$126.0175,$809.4146,$4.0859,$0.1048,,,00:05:44,2.77,,,,,,00:00:00,1,1,1,41,19:08:00,1,27,05:20:00,3290,1.66%,0.0068,0.0073,,0.0079,,,,,,
781000000,756625,74,DS0508E,KL22,24/02/2009,17:54:32,00:20:55,206100,206,1341,0.642,0.048,0.004,0.004,0.003,0,153,154,0.7472,$768.1982,413,411,1.994,$136.6575,$904.8557,$4.3904,$0.0976,,,00:06:17,2.67,,,,,,00:00:00,1,1,1,41,19:41:00,1,27,05:53:00,3980,1.93%,0.0058,,0.0063,0.0074,,,,,,
781000000,801577,78,DS1720F,SD30,27/02/2009,19:30:10,00:22:52,210200,210,1395,0.624,0.028,0.004,0.004,0.004,0,114,114,0.5423,$568.6662,308,304,1.446,$101.0800,$669.7462,$3.1862,$0.1328,,,00:04:46,2.67,,,,,,00:00:00,1,1,1,41,03:42:00,1,27,16:01:00,2050,0.98%,,0.0071,0.0072,0.0076,,,,,,
781000000,756679,80,DS1720F,SD30,27/02/2009,21:01:25,00:27:29,210500,211,1400,0.69,0.022,0.004,0.004,0.003,0,102,101,0.4798,$503.8183,275,282,1.34,$93.7650,$597.5833,$2.8389,$0.1494,,,00:05:34,2.79,,,,,,00:00:00,1,1,1,31,00:03:00,1,27,16:13:00,1920,0.91%,0.0053,,0.0057,0.0062,,,,,,
781000000,756681,82,DS1720F,SD30,27/02/2009,22:42:07,00:20:55,207500,208,1387,0.724,0.027,0.004,0.004,0.004,0,111,111,0.5349,$553.7013,300,297,1.431,$98.7525,$652.4538,$3.1444,$0.1367,,,00:04:40,2.68,,,,,,00:00:00,1,1,1,31,00:12:00,1,27,16:22:00,2270,1.09%,0.0043,,0.0045,0.0048,,,,,,
781000000,756683,84,DS1720F,SD30,28/02/2009,00:20:58,00:23:37,206900,207,1402,0.815,0.024,0.004,0.004,0.004,0,104,104,0.5027,$518.7832,281,289,1.397,$96.0925,$614.8757,$2.9718,$0.1486,,,00:05:20,2.78,,,,,,00:00:00,1,1,1,31,00:21:00,1,27,16:31:00,3050,1.47%,0.0043,,0.0052,0.0059,,,,,,
781000000,801580,59,DS0507F,FK42,28/02/2009,02:44:36,00:20:47,197100,197,1415,0.701,0.029,0.004,0.004,0.005,0,110,109,0.553,$543.7247,297,303,1.537,$100.7475,$644.4722,$3.2698,$0.1362,,,00:04:50,2.78,,,,,,00:00:00,1,1,1,31,00:35:00,1,27,16:44:00,2470,1.25%,0.0055,,0.0064,0.0064,,,,,,
781000000,801582,68,DS0607B,KL15,28/02/2009,04:33:12,00:20:08,199200,199,1393,0.81,0.02,0.004,0.004,0.004,0,93,93,0.4669,$463.9119,251,250,1.255,$83.1250,$547.0369,$2.7462,$0.1716,,,00:04:04,2.69,,,,,,00:00:00,1,1,1,31,00:42:00,1,27,16:52:00,1800,0.90%,0.0051,,0.0052,0.0054,,,,,,
781000000,756686,7,DS0607B,KL15,28/02/2009,06:01:19,00:23:16,195900,196,1420,0.758,0.024,0.004,0.004,0.004,0,99,99,0.5054,$493.8417,267,263,1.343,$87.4475,$581.2892,$2.9673,$0.1484,,,00:04:14,2.66,,,,,,00:00:00,1,1,1,31,00:50:00,1,27,16:59:00,1770,0.90%,0.0061,,0.0063,0.0065,,,,,,
781000000,756533,28,DS0001F,AJ04,19/02/2009,02:06:47,00:21:38,228400,228,1309,0.816,0.024,0.006,0.006,0.004,0,93,92,0.4028,$458.9236,251,249,1.09,$82.7925,$541.7161,$2.3718,$0.1186,,,00:04:04,2.71,,,,,,00:00:00,1,1,1,41,06:31:00,1,36,21:29:00,5450,2.39%,0.0057,0.0056,,0.0059,,,,,,
781000000,756535,39,DS0001F,AJ04,19/02/2009,04:02:57,00:24:53,212200,212,1337,0.812,0.033,0.006,0.006,0.004,0,106,106,0.4995,$528.7598,286,286,1.348,$95.0950,$623.8548,$2.9399,$0.1014,,,00:04:50,2.7,,,,,,00:00:00,1,1,1,41,06:40:00,1,36,21:38:00,4400,2.07%,0.0067,0.0065,,0.0068,,,,,,
781000000,756537,73,DS0001F,AJ04,19/02/2009,05:58:24,00:30:01,218500,219,1313,0.71,0.047,0.006,0.006,0.005,0,139,138,0.6316,$688.3854,375,364,1.666,$121.0300,$809.4154,$3.7044,$0.0882,,,00:05:48,2.64,,,,,,00:00:00,1,1,1,41,06:50:00,1,36,21:48:00,5730,2.62%,0.0061,0.0064,,0.0064,,,,,,
